Name,dov,Topic,Count,Representation,Representative_Docs
841_government hospital_casualties_reported watch_pixar,1.6057580435144794,841,26,"['government hospital', 'casualties', 'reported watch', 'pixar', 'blaze', 'erupts', 'goth', 'view pics', '39', 'noida']","[""world news south korea to send 21-member team to japan to review discharge at fukushima nuclear plant latestly live : noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch pixar layoffs: pixar animation studios to lay off 14 of its workforce as par of broader retrenchment to stop making original series for disney and focus on feature films noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch english wednesday, may 22, 2024 latest stories 45 seconds ago jennifer lopez is a diva in a sheer white dress with playful and romantic ruffles, sets the bar high for summer fashion view pics and pixar layoffs: pixar animation studios to lay off 14 of its workforce as par of broader retrenchment to stop making original series for disney and focus on feature films noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch fire breaks out in noida government hospital, no casualties reported: live news updates today youtuber irfan 'gender reveal' party : tamil vlogger reveals sex of his unborn child after test in dubai, gets notice from government pic of jennifer lopez taking selfie"", 'world news 4th death, more vision loss cases linked to tainted eyedrops latestly live : noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch pixar layoffs: pixar animation studios to lay off 14 of its workforce as par of broader retrenchment to stop making original series for disney and focus on feature films noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch english wednesday, may 22, 2024 latest stories 6 minutes ago poco f6 to launch in india tomorrow at 4:30 pm ist; expected , features specifications shreyas iyer, venkatesh iyer put emphasis on shah rukh khans impact after kolkata knight riders qualify for ipl 2024 final watch jennifer lopez is a diva in a sheer white dress with playful and romantic ruffles, sets the bar high for summer fashion view pics and pixar layoffs: pixar animation studios to lay off 14 of its workforce as par of broader retrenchment to stop making original series for disney and focus on feature films noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch fire breaks out in noida government hospital, no casualties reported: live', ""world news israeli startup paves way for eco-friendly 'cowless' dairy products latestly live : noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch pixar layoffs: pixar animation studios to lay off 14 of its workforce as par of broader retrenchment to stop making original series for disney and focus on feature films noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch english wednesday, may 22, 2024 latest stories 3 minutes ago poco f6 to launch in india tomorrow at 4:30 pm ist; expected , features specifications shreyas iyer, venkatesh iyer put emphasis on shah rukh khans impact after kolkata knight riders qualify for ipl 2024 final watch jennifer lopez is a diva in a sheer white dress with playful and romantic ruffles, sets the bar high for summer fashion view pics and pixar layoffs: pixar animation studios to lay off 14 of its workforce as par of broader retrenchment to stop making original series for disney and focus on feature films noida fire: blaze erupts in a government hospital in sector 39, no casualties reported watch fire breaks out in noida government hospital, no casualties reported: live news""]"
574_20240522_22 2024_22_netanyahu,1.228393221066161,574,60,"['20240522', '22 2024', '22', 'netanyahu', 'baznas', 'archyde', 'tent public', 'gaza group', '012433', '20240522 012433']","['- archyde skip to content archyde menu news economy entertainment health sport technology world news a change like this within the municipalities ought to have been deliberate with all sectors, not simply with the thought of the president and his social gathering, and an orderly means of municipal transition ought to be established 2024-05-22 02:04:53 may 22, 2024 this monday in a gathering with julio villagrn, the govt director of accin ciudadana, eduardo escobar, talked that the principle thought of the reform of the brand new territorial distribution relies on the electoral continue reading drowning by torrential rains germany and france floods in lige 2024-05-22 01:46:33 may 22, 2024 icc prosecutor seeks arrest warrants in opposition to netanyahu and hamas leaders for conflict crimes 2024-05-22 01:35:49 may 22, 2024 childhood pal charged with homicide of ups driver in irvine: new particulars revealed may 22, 2024 baznas units up emergency tent and public bathroom for gaza group in rafah 2024-05-22 01:24:33 may 22, 2024 latest posts view all a change like this within the municipalities ought to have been deliberate with all sectors, not simply with the thought of the president and his social gathering, and an orderly means of municipal', '- archyde skip to content archyde menu news economy entertainment health sport technology world news a change like this within the municipalities ought to have been deliberate with all sectors, not simply with the thought of the president and his social gathering, and an orderly means of municipal transition ought to be established 2024-05-22 02:04:53 may 22, 2024 this monday in a gathering with julio villagrn, the govt director of accin ciudadana, eduardo escobar, talked that the principle thought of the reform of the brand new territorial distribution relies on the electoral continue reading drowning by torrential rains germany and france floods in lige 2024-05-22 01:46:33 may 22, 2024 icc prosecutor seeks arrest warrants in opposition to netanyahu and hamas leaders for conflict crimes 2024-05-22 01:35:49 may 22, 2024 childhood pal charged with homicide of ups driver in irvine: new particulars revealed may 22, 2024 baznas units up emergency tent and public bathroom for gaza group in rafah 2024-05-22 01:24:33 may 22, 2024 latest posts view all a change like this within the municipalities ought to have been deliberate with all sectors, not simply with the thought of the president and his social gathering, and an orderly means of municipal', '- archyde skip to content archyde menu news economy entertainment health sport technology world news a change like this within the municipalities ought to have been deliberate with all sectors, not simply with the thought of the president and his social gathering, and an orderly means of municipal transition ought to be established 2024-05-22 02:04:53 may 22, 2024 this monday in a gathering with julio villagrn, the govt director of accin ciudadana, eduardo escobar, talked that the principle thought of the reform of the brand new territorial distribution relies on the electoral continue reading drowning by torrential rains germany and france floods in lige 2024-05-22 01:46:33 may 22, 2024 icc prosecutor seeks arrest warrants in opposition to netanyahu and hamas leaders for conflict crimes 2024-05-22 01:35:49 may 22, 2024 childhood pal charged with homicide of ups driver in irvine: new particulars revealed may 22, 2024 baznas units up emergency tent and public bathroom for gaza group in rafah 2024-05-22 01:24:33 may 22, 2024 latest posts view all a change like this within the municipalities ought to have been deliberate with all sectors, not simply with the thought of the president and his social gathering, and an orderly means of municipal']"
918_ground turkey_butterball_turkey_14000 pounds,6.938775510204084,918,17,"['ground turkey', 'butterball', 'turkey', '14000 pounds', 'ground', '14000', 'pounds ground', 'blue plastic', 'turkey products', 'butterball recalls']","['ground turkey recalled after reports of plastic mixed in with raw meat - nj.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit food dining ground turkey recalled after reports of plastic mixed in with raw meat updated: oct. 14, 2021, 3:06 p.m. published: oct. 14, 2021, 2:55 p.m. butterball is recalling over 14,000 pounds of ground turkey that may be contaminated with pieces of blue plastic after consumer complaints, officials announced on wednesday, oct. 13, 2021. provided by u.s. department of agricultures food safety and inspection service by katherine rodriguez nj advance for nj.com butterball has issued a recall of more than 14,000 pounds of its ground turkey products due to plastic contamination fears, the u.s. department of agricultures food safety and inspection service fsis announced wednesday. butterball, which is based in north carolina, is recalling approximately 14,107 pounds of ground turkey products that may be contaminated with extraneous materials, specifically blue plastic, according to the agency. the recalled items were shipped to supermarkets nationwide and were produced on sept. 28, 2021 . according to fsis, the following items were subject to recall : 2.5-pound', 'butterball ground turkey recalled due to possible plastic contamination smartshopper butterball ground turkey recalled due to possible plastic contamination over 14,000 pounds of butterball ground turkey has been recalled due to possible contamination with plastic. posted 11:27 a.m. oct 14, 2021 updated 12:58 p.m. oct 15, 2021 over 14,000 pounds of butterball ground turkey has been recalled due to possible contamination with blue plastic. the u.s. department of agricultures food safety and inspection service fsis announced the recall on october 13, 2021. the ground turkey items were produced on september 28, 2021 and shipped to retail locations nationwide. the following products have been recalled: 2.5-lb. trays containing farm to family butterball all natural ground turkey with the case code , a sell or freeze by date of , and timestamps from 2123 through 2302 printed on the packaging. 3-lb. tray containing kroger ground turkey with the case code , a sell or freeze by date of , and timestamps from 2314 through 2351 printed on the packaging. the products bear the establishment number est. p-7345 inside the usda mark of inspection. according to the recall notice, ""the problem was discovered when fsis and the establishment received consumer complaints reporting pieces', 'recall alert: butterball recalling more than 14,100 pounds of ground turkey after customers find blue plastic in meat - masslive.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit news recall alert: butterball recalling more than 14,100 pounds of ground turkey after customers find blue plastic in meat published: oct. 15, 2021, 7:37 a.m. by cassie mcgrath cmcgrathmasslive.com butterball issued a recall on 14,107 pounds of turkey products wednesday after customers reported finding pieces of blue plastic embedded in the meat to the food safety and inspection service. the following ground turkey items, produced on sept. 28. are subject to recall: 2.5-lb. trays containing farm to family butterball all natural ground turkey with the case code , a sell or freeze by date of , and timestamps from 2123 through 2302 printed on the packaging. 3-lb. tray containing kroger ground turkey with the case code , a sell or freeze by date of , and timestamps from 2314 through 2351 printed on the packaging. food safety regulators said the ground turkey may be contaminated with extraneous materials, and urged costumers to avoid eating it, concerned that']"
944_primary time_ministry business_defeated_ladiess,1.0472825893913753,944,12,"['primary time', 'ministry business', 'defeated', 'ladiess', 'historical', 'company vice', 'million april', 'business ministry', '2024 pilot', 'sequence']","['- archyde skip to content archyde menu news economy entertainment health sport technology world news australia defeated pakistan and made a clear sweep may 21, 2024 within the final match of the check sequence between pakistan and australia, australia defeated pakistan by 8 wickets and whitewashed the three-match sequence. on the fourth day of the sydney check, pakistan had given australia continue reading zurichs official compost management has been known as the stupidest regulation. may 21, 2024 head of state wins worldwide humanitarian award may 21, 2024 pilot fatally injured in glider aircraft crash in carinthia may 21, 2024 mammoth tusk present in north jutland gravel pit may 21, 2024 latest posts view all australia defeated pakistan and made a clear sweep may 21, 2024 within the final match of the check sequence between pakistan and australia, australia defeated pakistan by 8 wickets maquila exports exceed usd 98 million in april, using greater than 25,000 employees may 21, 2024 asuncin, ip company.- the vice ministry of business of the ministry of business and commerce highlighted that exports the ladiess world cup will probably be performed in south america for the primary time in historical past: brazil received the vote and', '- archyde skip to content archyde menu news economy entertainment health sport technology world news australia defeated pakistan and made a clear sweep may 21, 2024 within the final match of the check sequence between pakistan and australia, australia defeated pakistan by 8 wickets and whitewashed the three-match sequence. on the fourth day of the sydney check, pakistan had given australia continue reading zurichs official compost management has been known as the stupidest regulation. may 21, 2024 head of state wins worldwide humanitarian award may 21, 2024 pilot fatally injured in glider aircraft crash in carinthia may 21, 2024 mammoth tusk present in north jutland gravel pit may 21, 2024 latest posts view all australia defeated pakistan and made a clear sweep may 21, 2024 within the final match of the check sequence between pakistan and australia, australia defeated pakistan by 8 wickets maquila exports exceed usd 98 million in april, using greater than 25,000 employees may 21, 2024 asuncin, ip company.- the vice ministry of business of the ministry of business and commerce highlighted that exports the ladiess world cup will probably be performed in south america for the primary time in historical past: brazil received the vote and', '- archyde skip to content archyde menu news economy entertainment health sport technology world news australia defeated pakistan and made a clear sweep may 21, 2024 within the final match of the check sequence between pakistan and australia, australia defeated pakistan by 8 wickets and whitewashed the three-match sequence. on the fourth day of the sydney check, pakistan had given australia continue reading zurichs official compost management has been known as the stupidest regulation. may 21, 2024 head of state wins worldwide humanitarian award may 21, 2024 pilot fatally injured in glider aircraft crash in carinthia may 21, 2024 mammoth tusk present in north jutland gravel pit may 21, 2024 latest posts view all australia defeated pakistan and made a clear sweep may 21, 2024 within the final match of the check sequence between pakistan and australia, australia defeated pakistan by 8 wickets maquila exports exceed usd 98 million in april, using greater than 25,000 employees may 21, 2024 asuncin, ip company.- the vice ministry of business of the ministry of business and commerce highlighted that exports the ladiess world cup will probably be performed in south america for the primary time in historical past: brazil received the vote and']"
586_admin 21_admin_starfield_21 2024,1.0435844196827317,586,56,"['admin 21', 'admin', 'starfield', '21 2024', '21', 'd1softballnews', 'entertainment admin', 'news admin', 'health admin', 'accelerated growth']","['d1softballnews - a new company that covers technology news d1softballnews news entertainment business sports games technology health entertainment admin may 21, 2024 0 26 skillet singer john cooper attacking demi lovato culture test woke and entitled to enjoyment news admin may 21, 2024 0 32 teachers and other sectors join police protests in misiones: two cuts made on national route 12 health admin may 21, 2024 0 30 9-year-old boy dies of sepsis after doctor discharges him and prescribes ibuprofen business admin may 21, 2024 0 29 accelerated its growth and broke the 1,200 barrier, which is very close to its record. technology admin may 21, 2024 0 25 after seven months of losing players, starfield is finally leaving the reds. there are more reasons than ever to trust the future of bethesdas dedicated rpg, starfield. sports admin may 21, 2024 0 33 toni kroos, star of germany and real madrid, will retire after euro 2024 entertainment admin may 21, 2024 0 43 are zendaya and tom holland married revelations of the actors father news admin may 21, 2024 0 56 netanyahu calls cnn, icc allegations beyond reprehensible health admin may 21, 2024 0 46 21 may 2024 detection of', 'd1softballnews - a new company that covers technology news d1softballnews news entertainment business sports games technology health entertainment admin may 21, 2024 0 21 skillet singer john cooper attacking demi lovato culture test woke and entitled to enjoyment news admin may 21, 2024 0 24 teachers and other sectors join police protests in misiones: two cuts made on national route 12 health admin may 21, 2024 0 26 9-year-old boy dies of sepsis after doctor discharges him and prescribes ibuprofen business admin may 21, 2024 0 25 accelerated its growth and broke the 1,200 barrier, which is very close to its record. technology admin may 21, 2024 0 18 after seven months of losing players, starfield is finally leaving the reds. there are more reasons than ever to trust the future of bethesdas dedicated rpg, starfield. sports admin may 21, 2024 0 30 toni kroos, star of germany and real madrid, will retire after euro 2024 entertainment admin may 21, 2024 0 43 are zendaya and tom holland married revelations of the actors father news admin may 21, 2024 0 56 netanyahu calls cnn, icc allegations beyond reprehensible health admin may 21, 2024 0 46 21 may 2024 detection of', 'd1softballnews - a new company that covers technology news d1softballnews news entertainment business sports games technology health entertainment admin may 21, 2024 0 16 skillet singer john cooper attacking demi lovato culture test woke and entitled to enjoyment news admin may 21, 2024 0 19 teachers and other sectors join police protests in misiones: two cuts made on national route 12 health admin may 21, 2024 0 21 9-year-old boy dies of sepsis after doctor discharges him and prescribes ibuprofen business admin may 21, 2024 0 18 accelerated its growth and broke the 1,200 barrier, which is very close to its record. technology admin may 21, 2024 0 14 after seven months of losing players, starfield is finally leaving the reds. there are more reasons than ever to trust the future of bethesdas dedicated rpg, starfield. sports admin may 21, 2024 0 26 toni kroos, star of germany and real madrid, will retire after euro 2024 entertainment admin may 21, 2024 0 43 are zendaya and tom holland married revelations of the actors father news admin may 21, 2024 0 55 netanyahu calls cnn, icc allegations beyond reprehensible health admin may 21, 2024 0 45 21 may 2024 detection of']"
656_prince harry_king charles_charles_harry,1.1629240981737012,656,48,"['prince harry', 'king charles', 'charles', 'harry', 'king', 'gnarled prince', 'prince', 'forecast like', 'amputated nightmare', 'infection left']","[""gammeeok restaurant closed by nyc department of health over safety concerns after 'rat finding' daily mail online news royals u.s. sport showbiz femail health science money travel podcasts shopping best buys my profile discounts tui booking.com asos just eat deliveroo boohoo very nike virgin uber eats boots bq amazon john lewis my profile australia university guide china debate meghan markle prince harry king charles iii weather most read my profile feedback wednesday, may 22nd 2024 1am 14c 4am 15c 5-day forecast 'it's like saying goodbye to old friends': tory mp's harrowing before he had both his 'useless' hands and feet amputated after nightmare sepsis infection left them 'dead' and 'gnarled' prince harry 'turned down a meeting with king charles in london because it did not come with security provision' despite having an offer to stay at a royal residence - as the row over 'who was avoiding meeting whom' deepens ex-royal marine, 37, accused of spying for china is found dead in a park - just a week after he covered his face while appearing in court to fight the charges how vanity is fuelling britain's growing steroid epidemic: men young and old are turning to freely available drugs to"", ""needle found in coles bag of coleslaw by woman who purchased it at claremont quarter wa daily mail online news royals u.s. sport showbiz femail health science money travel podcasts shopping best buys my profile discounts tui booking.com asos just eat deliveroo boohoo very nike virgin uber eats boots bq amazon john lewis my profile australia university guide china debate meghan markle prince harry king charles iii weather most read my profile feedback wednesday, may 22nd 2024 1am 14c 4am 15c 5-day forecast 'it's like saying goodbye to old friends': tory mp's harrowing before he had both his 'useless' hands and feet amputated after nightmare sepsis infection left them 'dead' and 'gnarled' prince harry 'turned down a meeting with king charles in london because it did not come with security provision' despite having an offer to stay at a royal residence - as the row over 'who was avoiding meeting whom' deepens ex-royal marine, 37, accused of spying for china is found dead in a park - just a week after he covered his face while appearing in court to fight the charges how vanity is fuelling britain's growing steroid epidemic: men young and old are turning to freely available"", ""samsung recalls 663k washing machines over fire risk after 51 reports of 'smoke or fire' daily mail online news royals u.s. sport showbiz femail health science money travel podcasts shopping best buys my profile discounts tui booking.com asos just eat deliveroo boohoo very nike virgin uber eats boots bq amazon john lewis my profile australia university guide china debate meghan markle prince harry king charles iii weather most read my profile feedback wednesday, may 22nd 2024 1am 14c 4am 15c 5-day forecast 'it's like saying goodbye to old friends': tory mp's harrowing before he had both his 'useless' hands and feet amputated after nightmare sepsis infection left them 'dead' and 'gnarled' prince harry 'turned down a meeting with king charles in london because it did not come with security provision' despite having an offer to stay at a royal residence - as the row over 'who was avoiding meeting whom' deepens ex-royal marine, 37, accused of spying for china is found dead in a park - just a week after he covered his face while appearing in court to fight the charges how vanity is fuelling britain's growing steroid epidemic: men young and old are turning to freely available drugs""]"
595_family dollar_dollar_dollar recalls_toothpaste,1.2205894161541273,595,55,"['family dollar', 'dollar', 'dollar recalls', 'toothpaste', 'stored', 'overthecounter', 'family', 'colgate', 'stored outside', 'temperature requirements']","['family dollar recalls hundreds of items sold in alabama, 22 other states - al.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit alabama birmingham huntsville mobile montgomery tuscaloosa annistongadsden beaches alabama birmingham news the lede huntsville times the lede - the lede more local news for birmingham, huntsville, and mobile start today for 1 news family dollar recalls hundreds of items sold in alabama, 22 other states published: oct. 11, 2023, 6:09 p.m. by leada gore lgoreal.com family dollar is recalling hundreds of products sold in alabama and 22 other states. in a notice posted by the food and drug administration, family dollar said the recall includes things such as toothpaste, over-the-counter pain relievers and creams, pregnancy tests, lip balms, vitamins, drink mixes, lens solutions and more. you can see the complete lists here. these items were stored outside of labeled temperature requirements by family dollar and inadvertently shipped to certain stores on or around june 1, 2023 through september 21, 2023. these items were sold at those stores between june 1, 2023 and october 4, 2023, the fda announcement noted. family dollar has not', 'family dollar recalls multiple over-the-counter products from toothpaste to deodorant - abc news abc news live shows elections 538 shop interest successfully added we\'ll notify you here with news turn on desktop notifications for breaking stories interest off on stream on living family dollar recalls multiple over-the-counter products from toothpaste to deodorant the products were stored outside of labeled temperature requirements. by kelly mccarthy july 25, 2022, 9:31 am 1:39 the family dollar logo is centered above one of its variety stores in canton, miss., nov. 12, 2020. more than 1,000 rodents were found inside a family dollar distribution facility in arkansas, the u.s. food and drug administration announced. rogelio v. solisap, file family dollar shoppers should check their medicine cabinets and bathrooms for any recently recalled products. the variety dollar store chain issued a voluntary recall of hundreds of products from toothpaste and lip balm to deodorant and lotions due to them being stored incorrectly. the products were ""stored and inadvertently shipped"" to some stores from around may 1 through june 10, and were ""stored outside of labeled temperature requirements,"" the u.s. food and drug administration stated . more: trader joe\'s recalls popular snickerdoodle over possible contamination among the', 'family dollar recalls hundreds of items sold in 23 states - mlive.com skip to set weather back to main menu close customize your weather set your location: enter city and state or zip code submit michigan ann arbor flint grand rapidsmuskegon jackson kalamazoo saginawbay city all michigan news family dollar recalls hundreds of items sold in 23 states updated: oct. 12, 2023, 7:31 a.m. published: oct. 12, 2023, 7:30 a.m. by leada gore lgoreal.com family dollar is recalling hundreds of products sold in 23 states. in a notice posted by the food and drug administration, family dollar said the recall includes things such as toothpaste, over-the-counter pain relievers and creams, pregnancy tests, lip balms, vitamins, drink mixes, lens solutions and more. you can see the complete lists here. these items were stored outside of labeled temperature requirements by family dollar and inadvertently shipped to certain stores on or around june 1, 2023 through september 21, 2023. these items were sold at those stores between june 1, 2023 and october 4, 2023, the fda announcement noted. family dollar has not received any consumer complaints or reports of illness related to the recall which is being conducted out of an abundance of']"
709_billion meals_meals_mohammed bin_mohammed,1.3218812593790694,709,41,"['billion meals', 'meals', 'mohammed bin', 'mohammed', 'bin rashid', 'rashid', 'meals initiative', 'bin', 'maktoum', 'al maktoum']","['mohammed bin rashid supports the ""billion campaign"" with 400 million meals - teller report teller report now you can see non-english news... news business sports life tech cryptocurrency ukraine war mohammed bin rashid supports the ""billion campaign"" with 400 million meals 2022-04-28t00:10:13.538z his highness sheikh mohammed bin rashid al maktoum, vice president and prime minister of the uae and ruler of dubai, announced the successful conclusion of the ""one billion meals"" initiative, achieving its goals of providing one billion meals to the needy, stressing that the campaign expresses the true values of the people of the uae in helping the needy. announcing the end of the initiative with a record result mohammed bin rashid supports the ""billion campaign"" with 400 million meals mohammed al gergawi: ""the emirati people look to their leadership as a model of giving and humanity."" picture his highness sheikh mohammed bin rashid al maktoum, vice president and prime minister of the uae and ruler of dubai, announced the successful conclusion of the ""one billion meals"" initiative, achieving its goals of providing one billion meals to the needy, stressing that the campaign expresses the true values of the uae people in helping the needy. his highness revealed', '""mohammed bin rashid al maktoum humanitarian and charity establishment"" donates 20 million dirhams to the ""billion meals"" initiative - teller report teller report now you can see non-english news... news business sports life tech cryptocurrency ukraine war ""mohammed bin rashid al maktoum humanitarian and charity establishment"" donates 20 million dirhams to the ""billion meals"" initiative 2022-04-03t12:23:34.793z the mohammed bin rashid al maktoum humanitarian and charity establishment donated 20 million dirhams to the ""billion meals"" initiative, the largest in the region to provide food to the needy, the poor and the less fortunate in 50 countries around the world. ""mohammed bin rashid al maktoum humanitarian and charity establishment"" donates 20 million dirhams to the ""billion meals"" initiative the mohammed bin rashid al maktoum humanitarian and charity establishment has donated 20 million dirhams to the ""billion meals"" initiative, the largest in the region to provide food to the needy, poor and underprivileged in 50 countries around the world. the foundations donation reinforces the humanitarian and moral commitment of the one billion initiative to provide a food safety net for the poor, hungry and those suffering from malnutrition around the world, especially vulnerable groups such as children, refugees and displaced victims of crises', '""mohammed bin rashid charitable foundation"" donates 20 million dirhams to ""one billion meals"" - teller report teller report now you can see non-english news... news business sports life tech cryptocurrency ukraine war ""mohammed bin rashid charitable foundation"" donates 20 million dirhams to ""one billion meals"" 2022-04-04t00:41:17.283z the mohammed bin rashid al maktoum humanitarian and charity establishment donated 20 million dirhams to the one billion meals initiative, the largest in the region, to provide food to the needy, the poor and the less fortunate in 50 countries around the world.the foundation was the first donor with the initiative opening the door for contributors to contribute to the largest initiative in the region ""mohammed bin rashid charitable foundation"" donates 20 million dirhams to ""one billion meals"" the one billion meals initiative is a continuation of the 100 million meals campaign that was launched last ramadan. archival ibrahim boumelha: ""the billion meals embody the human values that the uae adheres to, with its leadership, institutions and generous society."" picture the mohammed bin rashid al maktoum humanitarian and charity establishment has donated 20 million dirhams to the ""billion meals"" initiative, the largest in the region, to provide food to the needy, poor and underprivileged']"
873_uae_00_dubai_00 00,1.0974559314100196,873,22,"['uae', '00', 'dubai', '00 00', 'ramadan', 'reviews', 'btr', 'kt', 'al', 'sign wed']","['ramadan in uae: 1 billion meals drive gets dh25 million contribution from tiger group - news khaleej times e-paper sign in hi, my kt trading us privacy notice sign out wed, may 22, 2024 dhu al-qadah 14, 1445 00 : 00 : 00 uae local crime legal education expo city dubai government transport weather emergencies dubai abu dhabi sharjah ajman ras al khaimah fujairah umm al quwain life and living visa immigration in uae banking in uae schooling in uae housing in uae ramadan 2024 world saudi arabia bahrain oman kuwait qatar mena india pakistan philippines americas europe africa opinion columnists editorial business auto aviation corporate cryptocurrency markets economy finance energy infrastructure realty start-ups telecom tech currency exchange kt-network sports football cricket tennis golf horse racing local sports entertainment movies ott music local newsmakers dubai world cup primer flashback columns track notes big numbers daily updates lifestyle arts culture beauty design fashion food health mental health parenting relationships shopping stayhome wellness travel staycations vacations uae attractions reviews tech reviews motoring reviews movie reviews book reviews restaurant reviews brands city times wknd young times she metrolife buzzon kt gamez btr supplements india italy cop 28 uae germany turkiye btr back to', 'ramadan in uae: easier to fast on land than at sea, say seafarers - news khaleej times e-paper sign in hi, my kt trading us privacy notice sign out wed, may 22, 2024 dhu al-qadah 14, 1445 00 : 00 : 00 uae local crime legal education expo city dubai government transport weather emergencies dubai abu dhabi sharjah ajman ras al khaimah fujairah umm al quwain life and living visa immigration in uae banking in uae schooling in uae housing in uae ramadan 2024 world saudi arabia bahrain oman kuwait qatar mena india pakistan philippines americas europe africa opinion columnists editorial business auto aviation corporate cryptocurrency markets economy finance energy infrastructure realty start-ups telecom tech currency exchange kt-network sports football cricket tennis golf horse racing local sports entertainment movies ott music local newsmakers dubai world cup primer flashback columns track notes big numbers daily updates lifestyle arts culture beauty design fashion food health mental health parenting relationships shopping stayhome wellness travel staycations vacations uae attractions reviews tech reviews motoring reviews movie reviews book reviews restaurant reviews brands city times wknd young times she metrolife buzzon kt gamez btr supplements india italy cop 28 uae germany turkiye btr back to school', ""ramadan in uae: now donate to '1 billion meals endowment' drive through talabat uae - news khaleej times e-paper sign in hi, my kt trading us privacy notice sign out wed, may 22, 2024 dhu al-qadah 14, 1445 00 : 00 : 00 uae local crime legal education expo city dubai government transport weather emergencies dubai abu dhabi sharjah ajman ras al khaimah fujairah umm al quwain life and living visa immigration in uae banking in uae schooling in uae housing in uae ramadan 2024 world saudi arabia bahrain oman kuwait qatar mena india pakistan philippines americas europe africa opinion columnists editorial business auto aviation corporate cryptocurrency markets economy finance energy infrastructure realty start-ups telecom tech currency exchange kt-network sports football cricket tennis golf horse racing local sports entertainment movies ott music local newsmakers dubai world cup primer flashback columns track notes big numbers daily updates lifestyle arts culture beauty design fashion food health mental health parenting relationships shopping stayhome wellness travel staycations vacations uae attractions reviews tech reviews motoring reviews movie reviews book reviews restaurant reviews brands city times wknd young times she metrolife buzzon kt gamez btr supplements india italy cop 28 uae germany turkiye btr back to""]"
895_auction_charity auction_plate_billion meals,1.5509705918470766,895,19,"['auction', 'charity auction', 'plate', 'billion meals', 'noble', 'charity', 'million dirhams', 'dubai', 'meals', 'dirhams']","[""most noble numbers charity auction for special plate numbers begins april 8 in dubai - urdupoint news pakistan today auto car news bike news pakistan politics news crime news middle east saudi arabia news uae news bahrain news kuwait news qatar news egypt news jordan news palestine news lebanon news iraq news syria news yemen news world politics news crime news sports psl 2018 news psl 2019 news psl 2020 news psl 2021 news psl 2022 news psl 2023 news psl 2024 news cricket news football news hockey news miscellaneous news business technology showbiz miscellaneous news hollywood news bollywood news lollywood news fashion news health other education news kashmir news weather news agriculture news news feature news infotainment news news viral news science news lifestyle news pictures today news pictures news pictures archive middle east uae 039;most noble numbers039; charity auction for special plate numbers begins april 8 in dubai 'most noble numbers' charity auction for special plate numbers begins april 8 in dubai umer jamshaid published april 03, 2023 05:15 pm dubai, urdupoint pakistan point news wam - 03rd apr, 2023 the most noble numbers charity auction for special vehicle plate numbers will open for bidding in dubai on"", '53 million dirhams, the proceeds of the ""noblest number"" charity auction in dubai - teller report teller report now you can see non-english news... news business sports life tech cryptocurrency ukraine war 53 million dirhams, the proceeds of the ""noblest number"" charity auction in dubai 2022-04-16t21:28:18.701z the ""noble number"" charity auction in dubai witnessed the of the third most expensive vehicle plate number in the world, at an amount of 35 million dirhams, for the vehicle plate number aa8, and the phone number from etisalat was sold for 5 million dirhams, at a time when the auction organized by ""mohammed bin initiatives"" achieved rashid al maktoum world 53 million dirhams, the proceeds of the ""noblest number"" charity auction in dubai the ""noble number"" charity auction in dubai witnessed the of the third most expensive vehicle plate number in the world, at an amount of 35 million dirhams, for the vehicle plate number aa8, and the phone number from etisalat was sold for 5 million dirhams, at a time when the auction organized by ""mohammed bin initiatives"" achieved rashid al maktoum international, in cooperation with emirates auctions, and with the of the roads and transport authority in dubai, du and etisalat,', ""dubais most noble number charity auction held in of 1 billion meals endowment campaign raises aed 97.920 mn, sets a new world record - urdupoint news pakistan today auto car news bike news pakistan politics news crime news middle east saudi arabia news uae news bahrain news kuwait news qatar news egypt news jordan news palestine news lebanon news iraq news syria news yemen news world politics news crime news sports psl 2018 news psl 2019 news psl 2020 news psl 2021 news psl 2022 news psl 2023 news psl 2024 news cricket news football news hockey news miscellaneous news business technology showbiz miscellaneous news hollywood news bollywood news lollywood news fashion news health other education news kashmir news weather news agriculture news news feature news infotainment news news viral news science news lifestyle news pictures today news pictures news pictures archive middle east uae dubais most noble number charity auction held in of 039;1 billion meals endowment039 .. dubais most noble number charity auction held in of '1 billion meals endowment' campaign raises aed 97.920 mn, sets a new world record mohammad ali chaudhrymali88 published april 09, 2023 12:30 pm urdupoint pakistan point news wam - 09th apr, 2023""]"
